date,lat[unit="degrees_north"],lon[unit="degrees_east"],salt[unit=""],temp[unit="Celsius"]
2016-06-02T06:00:00Z,40.2,1.8,38.18397903442383,17.824522018432617
2016-06-02T09:00:00Z,40.2,1.8,38.18919372558594,17.97339630126953
2016-06-02T12:00:00Z,40.2,1.8,38.19941711425781,18.345565795898438
2016-06-02T15:00:00Z,40.2,1.8,38.188838958740234,18.78607940673828
2016-06-02T18:00:00Z,40.2,1.8,38.17450714111328,18.784780502319336
2016-06-02T21:00:00Z,40.2,1.8,38.16286849975586,17.74762535095215
2016-06-03T00:00:00Z,40.2,1.8,38.1552848815918,17.712766647338867
2016-06-03T03:00:00Z,40.2,1.8,38.16954803466797,17.723464965820312
2016-06-03T06:00:00Z,40.2,1.8,38.177696228027344,17.688705444335938
2016-06-03T09:00:00Z,40.2,1.8,38.18754959106445,17.86909294128418
2016-06-03T12:00:00Z,40.2,1.8,38.19953918457031,18.346900939941406
2016-06-03T15:00:00Z,40.2,1.8,38.18843078613281,18.560773849487305
2016-06-03T18:00:00Z,40.2,1.8,38.188846588134766,18.723894119262695
2016-06-03T21:00:00Z,40.2,1.8,38.19407653808594,18.464008331298828
2016-06-04T00:00:00Z,40.2,1.8,38.19504165649414,18.153505325317383
2016-06-04T03:00:00Z,40.2,1.8,38.1950798034668,18.13865089416504
2016-06-04T06:00:00Z,40.2,1.8,38.191104888916016,18.272212982177734
2016-06-04T09:00:00Z,40.2,1.8,38.19169998168945,18.67567253112793
2016-06-04T12:00:00Z,40.2,1.8,38.1895866394043,19.152652740478516
